,WeekPeriod,StartOfWeek,EndOfWeek,List_of_Sites_SHS_Portfolio,Facility_Type,PA,Facility_CD,Report_Status,Late_Submission_FLG
2757,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
2758,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
2759,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
2760,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
2761,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
2762,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,Y,N
2763,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,N,N
2764,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,N
2765,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
2766,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,Y
2767,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,N
2768,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
2769,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,N,N
2770,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,Y
2771,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
2772,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
2773,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
2774,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
2775,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
2776,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
2777,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,N
2778,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
2779,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,N,N
2780,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,N,N
2781,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
2782,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
2783,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
2784,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
2785,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
2786,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
2787,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
2788,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
2789,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,N,N
2790,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
2791,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,N
2792,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
2793,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,N,N
2794,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,BronxWorks Outreach Team,Outreach Team ,Elena,,N,N
2795,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,N
2796,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
2797,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,Y,N
2798,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
2799,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
2800,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,N
2801,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
2802,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
2803,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
2804,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
2805,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
2806,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
2807,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
2808,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
2809,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
2810,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
2811,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,N,N
2812,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
2813,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
2814,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,N,N
2815,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
2816,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
2817,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
2818,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,N,N
2819,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
2820,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
2821,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,N,N
2822,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
2823,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
2824,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,N,N
2825,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
2826,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,N,N
2827,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,N,N
2828,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,Y
2829,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,N,N
2830,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,Y,N
2831,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,N,N
2832,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
2833,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
2834,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,N,N
2835,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
2836,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,N,N
2837,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
2838,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,N
2839,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
2840,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
2841,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,N,N
2842,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,INFINITI STABILIZATION,Stabilization,Maggie,BH13,N,N
2843,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,N,N
2844,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,N,N
2845,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,N,N
2846,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,N,N
2847,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
2848,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,N,N
2849,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,N,N
2850,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,N,N
2851,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,N,N
2852,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,N,N
2853,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,N,N
2854,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,N,N
2855,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
2856,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,N
2857,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
2858,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
2859,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
2860,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
2861,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,N,N
2862,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,Y,N
2863,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,N
2864,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,Y,N
2865,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
2866,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
2867,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
2868,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,N,N
2869,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,N,N
2870,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,N,N
2871,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,N,N
2872,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,Y,N
2873,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,N,N
2874,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
2875,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,N,N
2876,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
2877,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,BRC Outreach Team,Outreach Team ,Elena,,Y,N
2878,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
2879,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
2880,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
2881,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,N,N
2882,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,N,N
2883,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,Y
2884,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
2885,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
2886,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,Y,Y
2887,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,BRC Outreach Team,Outreach Team ,Elena,,Y,N
2888,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,Y,N
2889,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,INFINITI STABILIZATION,Stabilization,Maggie,BH13,N,N
2890,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
2891,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
2892,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,N,N
2893,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,Y,N
2894,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,N
2895,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
2896,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,N,N
2897,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,N,N
2898,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
2899,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,N,N
2900,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,N,N
2901,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
2902,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,N,N
2903,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,N,N
2904,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
2905,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,N,N
2906,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
2907,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,N,N
2908,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
2909,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,N,N
2910,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
2911,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
2912,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,N,N
2913,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,N,N
2914,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
2915,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
2916,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,N,N
2917,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
2918,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,N,N
2919,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,Y,N
2920,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
2921,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,N,N
2922,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,N,N
2923,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,MOC Outreach Team,Outreach Team ,Elena,,N,N
2924,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
2925,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,N,N
2926,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,BRC RECEPTION,Safe Haven,Mohammed,M0B1,N,N
2927,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,N,N
2928,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,MOC Outreach Team,Outreach Team ,Elena,,Y,N
2929,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,Y,N
2930,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,Y,N
2931,2026-02-28 - 2026-03-06,2026-02-28,2026-03-06,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,N,N
2932,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,N,N
2933,2026-03-07 - 2026-03-13,2026-03-07,2026-03-13,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,N,N
2934,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
2935,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
2936,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,Y,N
2937,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
2938,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
2939,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
2940,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,Y,Y
2941,2025-04-19 - 2025-04-25,2025-04-19,2025-04-25,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
2942,2025-04-19 - 2025-04-25,2025-04-19,2025-04-25,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
2943,2025-04-19 - 2025-04-25,2025-04-19,2025-04-25,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,N,N
2944,2025-04-26 - 2025-05-02,2025-04-26,2025-05-02,BRC Outreach Team,Outreach Team ,Elena,,Y,N
2945,2025-04-26 - 2025-05-02,2025-04-26,2025-05-02,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,Y,N
2946,2025-04-26 - 2025-05-02,2025-04-26,2025-05-02,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,N
2947,2025-04-26 - 2025-05-02,2025-04-26,2025-05-02,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,N,N
2948,2025-04-26 - 2025-05-02,2025-04-26,2025-05-02,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,N,N
2949,2025-04-26 - 2025-05-02,2025-04-26,2025-05-02,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
2950,2025-04-26 - 2025-05-02,2025-04-26,2025-05-02,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
2951,2025-04-26 - 2025-05-02,2025-04-26,2025-05-02,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,N,N
2952,2025-04-26 - 2025-05-02,2025-04-26,2025-05-02,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
